"기준일","요일","성별","연령대","시도","시군구","읍면동","업종","통화건수"
"20190701","월","남","20대","서울특별시","강남구","일원동","치킨","5"
"20190701","월","남","30대","서울특별시","강남구","개포동","치킨","6"
"20190701","월","남","50대","서울특별시","강남구","삼성동","치킨","12"
"20190701","월","남","30대","서울특별시","강동구","명일동","치킨","5"
"20190701","월","남","30대","서울특별시","강동구","성내동","치킨","12"
"20190701","월","남","30대","서울특별시","강동구","천호동","치킨","5"
"20190701","월","여","50대","서울특별시","강동구","상일동","치킨","5"
"20190701","월","여","50대","서울특별시","강동구","길동","치킨","5"
"20190701","월","남","10대","서울특별시","강동구","성내동","치킨","5"
"20190701","월","여","40대","서울특별시","강동구","성내동","치킨","30"
"20190701","월","남","10대","서울특별시","강동구","상일동","치킨","5"
"20190701","월","남","10대","서울특별시","강동구","길동","치킨","5"
"20190701","월","남","20대","서울특별시","강동구","상일동","치킨","5"
"20190701","월","남","30대","서울특별시","강동구","상일동","치킨","9"
"20190701","월","여","20대","서울특별시","강동구","성내동","치킨","7"
"20190701","월","여","20대","서울특별시","강동구","상일동","치킨","5"
"20190701","월","남","60대이상","서울특별시","강동구","성내동","치킨","6"
"20190701","월","남","60대이상","서울특별시","강동구","둔촌동","치킨","5"
"20190701","월","남","50대","서울특별시","강동구","상일동","치킨","5"
"20190701","월","여","20대","서울특별시","강동구","천호동","치킨","5"
"20190701","월","여","60대이상","서울특별시","강동구","성내동","치킨","10"
"20190701","월","여","60대이상","서울특별시","강동구","상일동","치킨","5"
"20190701","월","여","60대이상","서울특별시","강동구","명일동","치킨","5"
"20190701","월","남","60대이상","서울특별시","강동구","상일동","치킨","5"
"20190701","월","여","50대","서울특별시","강동구","성내동","치킨","11"
"20190701","월","여","30대","서울특별시","강동구","성내동","치킨","14"
"20190701","월","여","30대","서울특별시","강동구","상일동","치킨","5"
"20190701","월","여","40대","서울특별시","강동구","상일동","치킨","14"
"20190701","월","남","20대","서울특별시","강동구","성내동","치킨","15"
"20190701","월","남","40대","서울특별시","강동구","성내동","치킨","21"
"20190701","월","남","40대","서울특별시","강동구","상일동","치킨","5"
"20190701","월","남","50대","서울특별시","강동구","성내동","치킨","10"
"20190701","월","남","50대","서울특별시","강동구","암사동","치킨","5"
"20190701","월","남","10대","서울특별시","강북구","미아동","치킨","9"
"20190701","월","여","60대이상","서울특별시","강북구","번동","치킨","5"
"20190701","월","여","60대이상","서울특별시","강북구","미아동","치킨","17"
"20190701","월","여","50대","서울특별시","강북구","번동","치킨","12"
"20190701","월","남","20대","서울특별시","강북구","미아동","치킨","25"
"20190701","월","남","20대","서울특별시","강북구","번동","치킨","5"
"20190701","월","여","40대","서울특별시","강북구","번동","치킨","12"
"20190701","월","남","30대","서울특별시","강북구","미아동","치킨","22"
"20190701","월","여","20대","서울특별시","강북구","미아동","치킨","13"
"20190701","월","남","60대이상","서울특별시","강북구","우이동","치킨","5"
"20190701","월","남","60대이상","서울특별시","강북구","미아동","치킨","12"
"20190701","월","여","20대","서울특별시","강북구","수유동","치킨","5"
"20190701","월","남","60대이상","서울특별시","강북구","수유동","치킨","5"
"20190701","월","남","30대","서울특별시","강북구","수유동","치킨","5"
"20190701","월","남","30대","서울특별시","강북구","번동","치킨","5"
"20190701","월","여","30대","서울특별시","강북구","번동","치킨","5"
"20190701","월","남","20대","서울특별시","강북구","우이동","치킨","5"
"20190701","월","남","50대","서울특별시","강북구","번동","치킨","5"
"20190701","월","남","50대","서울특별시","강북구","미아동","치킨","16"
"20190701","월","여","30대","서울특별시","강북구","미아동","치킨","25"
"20190701","월","남","20대","서울특별시","강북구","수유동","치킨","5"
"20190701","월","여","30대","서울특별시","강북구","수유동","치킨","5"
"20190701","월","여","40대","서울특별시","강북구","미아동","치킨","42"
"20190701","월","남","40대","서울특별시","강북구","번동","치킨","12"
"20190701","월","남","40대","서울특별시","강북구","미아동","치킨","24"
"20190701","월","여","40대","서울특별시","강북구","수유동","치킨","5"
"20190701","월","남","10대","서울특별시","강북구","번동","치킨","5"
"20190701","월","여","50대","서울특별시","강북구","미아동","치킨","25"
"20190701","월","여","10대","서울특별시","강북구","우이동","치킨","5"
"20190701","월","여","10대","서울특별시","강북구","미아동","치킨","5"
"20190701","월","여","20대","서울특별시","강북구","번동","치킨","5"
"20190701","월","여","60대이상","서울특별시","강서구","내발산동","치킨","6"
"20190701","월","남","10대","서울특별시","강서구","가양동","치킨","5"
"20190701","월","남","10대","서울특별시","강서구","내발산동","치킨","5"
"20190701","월","남","10대","서울특별시","강서구","등촌동","치킨","5"
"20190701","월","남","20대","서울특별시","강서구","화곡동","치킨","15"
"20190701","월","남","30대","서울특별시","강서구","가양동","치킨","18"
"20190701","월","남","30대","서울특별시","강서구","등촌동","치킨","9"
"20190701","월","남","30대","서울특별시","강서구","방화동","치킨","5"
"20190701","월","남","30대","서울특별시","강서구","화곡동","치킨","26"
"20190701","월","남","40대","서울특별시","강서구","내발산동","치킨","23"
"20190701","월","남","40대","서울특별시","강서구","등촌동","치킨","11"
"20190701","월","남","50대","서울특별시","강서구","가양동","치킨","6"
"20190701","월","남","60대이상","서울특별시","강서구","화곡동","치킨","5"
"20190701","월","여","20대","서울특별시","강서구","화곡동","치킨","6"
"20190701","월","여","30대","서울특별시","강서구","내발산동","치킨","15"
"20190701","월","여","30대","서울특별시","강서구","등촌동","치킨","8"
"20190701","월","여","40대","서울특별시","강서구","화곡동","치킨","42"
"20190701","월","여","60대이상","서울특별시","강서구","가양동","치킨","5"
"20190701","월","여","30대","서울특별시","강서구","화곡동","치킨","23"
"20190701","월","여","40대","서울특별시","강서구","가양동","치킨","29"
"20190701","월","남","40대","서울특별시","강서구","가양동","치킨","16"
"20190701","월","남","30대","서울특별시","강서구","내발산동","치킨","22"
"20190701","월","남","10대","서울특별시","강서구","화곡동","치킨","7"
"20190701","월","여","20대","서울특별시","강서구","내발산동","치킨","14"
"20190701","월","여","20대","서울특별시","강서구","가양동","치킨","11"
"20190701","월","남","40대","서울특별시","강서구","화곡동","치킨","26"
"20190701","월","여","40대","서울특별시","강서구","개화동","치킨","5"
"20190701","월","여","40대","서울특별시","강서구","내발산동","치킨","33"
"20190701","월","여","40대","서울특별시","강서구","등촌동","치킨","24"
"20190701","월","여","10대","서울특별시","강서구","화곡동","치킨","5"
"20190701","월","여","10대","서울특별시","강서구","등촌동","치킨","5"
"20190701","월","여","10대","서울특별시","강서구","내발산동","치킨","6"
"20190701","월","여","10대","서울특별시","강서구","가양동","치킨","5"
"20190701","월","남","20대","서울특별시","강서구","등촌동","치킨","7"
"20190701","월","남","60대이상","서울특별시","강서구","내발산동","치킨","5"
"20190701","월","남","60대이상","서울특별시","강서구","가양동","치킨","5"
"20190701","월","남","20대","서울특별시","강서구","내발산동","치킨","22"
"20190701","월","남","20대","서울특별시","강서구","가양동","치킨","11"
"20190701","월","여","50대","서울특별시","강서구","가양동","치킨","15"
"20190701","월","남","50대","서울특별시","강서구","화곡동","치킨","8"
"20190701","월","남","50대","서울특별시","강서구","등촌동","치킨","5"
"20190701","월","남","50대","서울특별시","강서구","내발산동","치킨","9"
"20190701","월","여","50대","서울특별시","강서구","내발산동","치킨","16"
"20190701","월","여","50대","서울특별시","강서구","등촌동","치킨","5"
"20190701","월","여","50대","서울특별시","강서구","방화동","치킨","5"
"20190701","월","여","50대","서울특별시","강서구","화곡동","치킨","13"
"20190701","월","여","60대이상","서울특별시","강서구","등촌동","치킨","5"
"20190701","월","여","60대이상","서울특별시","강서구","방화동","치킨","5"
"20190701","월","여","60대이상","서울특별시","강서구","화곡동","치킨","5"
"20190701","월","여","30대","서울특별시","강서구","가양동","치킨","24"
"20190701","월","여","30대","서울특별시","강서구","방화동","치킨","5"
"20190701","월","여","20대","서울특별시","강서구","등촌동","치킨","5"
"20190701","월","남","30대","서울특별시","관악구","봉천동","치킨","75"
"20190701","월","남","30대","서울특별시","관악구","신림동","치킨","5"
"20190701","월","남","40대","서울특별시","관악구","봉천동","치킨","44"
"20190701","월","남","10대","서울특별시","관악구","봉천동","치킨","7"
"20190701","월","여","20대","서울특별시","관악구","신림동","치킨","5"
"20190701","월","남","60대이상","서울특별시","관악구","봉천동","치킨","7"
"20190701","월","여","30대","서울특별시","관악구","봉천동","치킨","57"
"20190701","월","여","40대","서울특별시","관악구","신림동","치킨","5"
"20190701","월","여","10대","서울특별시","관악구","신림동","치킨","5"
"20190701","월","여","20대","서울특별시","관악구","봉천동","치킨","44"
"20190701","월","여","30대","서울특별시","관악구","신림동","치킨","5"
"20190701","월","남","50대","서울특별시","관악구","봉천동","치킨","25"
"20190701","월","남","50대","서울특별시","관악구","신림동","치킨","5"
"20190701","월","여","50대","서울특별시","관악구","봉천동","치킨","34"
"20190701","월","여","40대","서울특별시","관악구","봉천동","치킨","67"
"20190701","월","여","60대이상","서울특별시","관악구","신림동","치킨","5"
"20190701","월","여","60대이상","서울특별시","관악구","봉천동","치킨","16"
"20190701","월","남","20대","서울특별시","관악구","봉천동","치킨","57"
"20190701","월","남","20대","서울특별시","관악구","신림동","치킨","5"
"20190701","월","여","10대","서울특별시","관악구","봉천동","치킨","11"
"20190701","월","남","30대","서울특별시","광진구","구의동","치킨","5"
"20190701","월","남","60대이상","서울특별시","광진구","구의동","치킨","5"
"20190701","월","여","40대","서울특별시","광진구","자양동","치킨","5"
"20190701","월","여","20대","서울특별시","광진구","자양동","치킨","5"
"20190701","월","남","10대","서울특별시","광진구","능동","치킨","5"
"20190701","월","여","40대","서울특별시","광진구","능동","치킨","5"
"20190701","월","여","30대","서울특별시","광진구","중곡동","치킨","5"
"20190701","월","남","20대","서울특별시","광진구","자양동","치킨","5"
"20190701","월","여","40대","서울특별시","광진구","구의동","치킨","5"
"20190701","월","남","10대","서울특별시","광진구","자양동","치킨","5"
"20190701","월","남","30대","서울특별시","광진구","자양동","치킨","5"
"20190701","월","남","40대","서울특별시","광진구","자양동","치킨","5"
"20190701","월","여","50대","서울특별시","광진구","자양동","치킨","5"
"20190701","월","여","10대","서울특별시","광진구","자양동","치킨","5"
"20190701","월","여","60대이상","서울특별시","광진구","구의동","치킨","5"
"20190701","월","여","30대","서울특별시","광진구","능동","치킨","5"
"20190701","월","남","10대","서울특별시","구로구","개봉동","치킨","7"
"20190701","월","남","30대","서울특별시","구로구","구로동","치킨","5"
"20190701","월","남","40대","서울특별시","구로구","개봉동","치킨","16"
"20190701","월","남","50대","서울특별시","구로구","개봉동","치킨","6"
"20190701","월","남","60대이상","서울특별시","구로구","신도림동","치킨","5"
"20190701","월","여","10대","서울특별시","구로구","궁동","치킨","5"
"20190701","월","여","20대","서울특별시","구로구","신도림동","치킨","18"
"20190701","월","여","30대","서울특별시","구로구","개봉동","치킨","14"
"20190701","월","여","30대","서울특별시","구로구","구로동","치킨","5"
"20190701","월","여","30대","서울특별시","구로구","신도림동","치킨","11"
"20190701","월","여","60대이상","서울특별시","구로구","개봉동","치킨","5"
"20190701","월","여","60대이상","서울특별시","구로구","신도림동","치킨","7"
"20190701","월","남","10대","서울특별시","구로구","신도림동","치킨","8"
"20190701","월","여","50대","서울특별시","구로구","신도림동","치킨","11"
"20190701","월","남","30대","서울특별시","구로구","신도림동","치킨","15"
"20190701","월","남","20대","서울특별시","구로구","개봉동","치킨","11"
"20190701","월","남","20대","서울특별시","구로구","신도림동","치킨","9"
"20190701","월","남","60대이상","서울특별시","구로구","개봉동","치킨","6"
"20190701","월","여","50대","서울특별시","구로구","구로동","치킨","5"
"20190701","월","여","50대","서울특별시","구로구","개봉동","치킨","15"
"20190701","월","남","40대","서울특별시","구로구","궁동","치킨","5"
"20190701","월","남","40대","서울특별시","구로구","신도림동","치킨","14"
"20190701","월","여","20대","서울특별시","구로구","개봉동","치킨","13"
"20190701","월","여","10대","서울특별시","구로구","신도림동","치킨","5"
"20190701","월","여","10대","서울특별시","구로구","개봉동","치킨","6"
"20190701","월","남","30대","서울특별시","구로구","개봉동","치킨","18"
"20190701","월","남","30대","서울특별시","구로구","가리봉동","치킨","5"
"20190701","월","남","50대","서울특별시","구로구","신도림동","치킨","9"
"20190701","월","여","40대","서울특별시","구로구","신도림동","치킨","19"
"20190701","월","여","40대","서울특별시","구로구","개봉동","치킨","30"
"20190701","월","여","40대","서울특별시","구로구","가리봉동","치킨","5"
"20190701","월","남","40대","서울특별시","금천구","가산동","치킨","5"
"20190701","월","여","10대","서울특별시","금천구","가산동","치킨","5"
"20190701","월","남","20대","서울특별시","금천구","시흥동","치킨","5"
"20190701","월","남","10대","서울특별시","금천구","가산동","치킨","5"
"20190701","월","여","40대","서울특별시","금천구","시흥동","치킨","5"
"20190701","월","여","20대","서울특별시","금천구","가산동","치킨","6"
"20190701","월","여","30대","서울특별시","금천구","독산동","치킨","5"
"20190701","월","남","20대","서울특별시","금천구","가산동","치킨","8"
"20190701","월","남","50대","서울특별시","금천구","독산동","치킨","5"
"20190701","월","여","40대","서울특별시","금천구","가산동","치킨","6"
"20190701","월","여","30대","서울특별시","금천구","가산동","치킨","5"
"20190701","월","남","30대","서울특별시","금천구","가산동","치킨","18"
"20190701","월","여","60대이상","서울특별시","금천구","가산동","치킨","5"
"20190701","월","여","60대이상","서울특별시","금천구","시흥동","치킨","5"
"20190701","월","남","60대이상","서울특별시","금천구","시흥동","치킨","5"
"20190701","월","남","60대이상","서울특별시","금천구","가산동","치킨","5"
"20190701","월","여","20대","서울특별시","금천구","독산동","치킨","5"
"20190701","월","여","40대","서울특별시","금천구","독산동","치킨","5"
"20190701","월","여","50대","서울특별시","금천구","가산동","치킨","7"
"20190701","월","남","50대","서울특별시","금천구","가산동","치킨","5"
"20190701","월","남","50대","서울특별시","노원구","공릉동","치킨","5"
"20190701","월","남","30대","서울특별시","노원구","상계동","치킨","12"
"20190701","월","남","10대","서울특별시","노원구","상계동","치킨","7"
"20190701","월","남","60대이상","서울특별시","노원구","상계동","치킨","7"
"20190701","월","여","20대","서울특별시","노원구","공릉동","치킨","22"
"20190701","월","여","20대","서울특별시","노원구","상계동","치킨","15"
"20190701","월","남","40대","서울특별시","노원구","상계동","치킨","32"
"20190701","월","여","60대이상","서울특별시","노원구","중계동","치킨","5"
"20190701","월","남","20대","서울특별시","노원구","상계동","치킨","17"
"20190701","월","남","10대","서울특별시","노원구","공릉동","치킨","5"
"20190701","월","여","30대","서울특별시","노원구","상계동","치킨","14"
"20190701","월","남","50대","서울특별시","노원구","상계동","치킨","14"
"20190701","월","남","20대","서울특별시","노원구","공릉동","치킨","17"
"20190701","월","남","40대","서울특별시","노원구","공릉동","치킨","22"
"20190701","월","남","60대이상","서울특별시","노원구","공릉동","치킨","5"
"20190701","월","여","10대","서울특별시","노원구","공릉동","치킨","5"
"20190701","월","여","60대이상","서울특별시","노원구","상계동","치킨","7"
"20190701","월","여","60대이상","서울특별시","노원구","공릉동","치킨","5"
"20190701","월","여","50대","서울특별시","노원구","하계동","치킨","5"
"20190701","월","여","50대","서울특별시","노원구","상계동","치킨","21"
"20190701","월","여","50대","서울특별시","노원구","공릉동","치킨","16"
"20190701","월","남","40대","서울특별시","노원구","하계동","치킨","5"
"20190701","월","여","10대","서울특별시","노원구","상계동","치킨","5"
"20190701","월","여","40대","서울특별시","노원구","상계동","치킨","29"
"20190701","월","여","40대","서울특별시","노원구","공릉동","치킨","30"
"20190701","월","여","30대","서울특별시","노원구","하계동","치킨","5"
"20190701","월","여","30대","서울특별시","노원구","공릉동","치킨","16"
"20190701","월","남","30대","서울특별시","노원구","중계동","치킨","5"
"20190701","월","남","30대","서울특별시","노원구","공릉동","치킨","17"
"20190701","월","여","30대","서울특별시","도봉구","쌍문동","치킨","5"
"20190701","월","여","40대","서울특별시","도봉구","쌍문동","치킨","5"
"20190701","월","남","20대","서울특별시","도봉구","방학동","치킨","5"
"20190701","월","여","60대이상","서울특별시","도봉구","쌍문동","치킨","5"
"20190701","월","남","30대","서울특별시","동대문구","제기동","치킨","10"
"20190701","월","남","50대","서울특별시","동대문구","장안동","치킨","5"
"20190701","월","남","50대","서울특별시","동대문구","제기동","치킨","5"
"20190701","월","여","30대","서울특별시","동대문구","제기동","치킨","6"
"20190701","월","여","30대","서울특별시","동대문구","장안동","치킨","8"
"20190701","월","남","30대","서울특별시","동대문구","장안동","치킨","7"
"20190701","월","남","50대","서울특별시","동대문구","전농동","치킨","5"
"20190701","월","남","20대","서울특별시","동대문구","신설동","치킨","5"
"20190701","월","여","10대","서울특별시","동대문구","제기동","치킨","5"
"20190701","월","여","50대","서울특별시","동대문구","답십리동","치킨","5"
"20190701","월","여","50대","서울특별시","동대문구","장안동","치킨","5"
"20190701","월","여","60대이상","서울특별시","동대문구","장안동","치킨","5"
"20190701","월","여","50대","서울특별시","동대문구","제기동","치킨","6"
"20190701","월","여","40대","서울특별시","동대문구","장안동","치킨","16"
"20190701","월","남","60대이상","서울특별시","동대문구","제기동","치킨","5"
"20190701","월","남","10대","서울특별시","동대문구","제기동","치킨","6"
"20190701","월","여","60대이상","서울특별시","동대문구","제기동","치킨","5"
"20190701","월","남","10대","서울특별시","동대문구","장안동","치킨","5"
"20190701","월","남","40대","서울특별시","동대문구","장안동","치킨","13"
"20190701","월","남","40대","서울특별시","동대문구","제기동","치킨","9"
"20190701","월","남","30대","서울특별시","동대문구","전농동","치킨","5"
"20190701","월","여","40대","서울특별시","동대문구","제기동","치킨","11"
"20190701","월","여","40대","서울특별시","동대문구","답십리동","치킨","5"
"20190701","월","여","20대","서울특별시","동대문구","제기동","치킨","5"
"20190701","월","여","20대","서울특별시","동대문구","장안동","치킨","5"
"20190701","월","남","20대","서울특별시","동대문구","장안동","치킨","5"
"20190701","월","남","20대","서울특별시","동대문구","제기동","치킨","14"
"20190701","월","남","60대이상","서울특별시","동대문구","장안동","치킨","5"
"20190701","월","여","50대","서울특별시","동작구","신대방동","치킨","5"
"20190701","월","남","30대","서울특별시","동작구","본동","치킨","5"
"20190701","월","남","20대","서울특별시","동작구","사당동","치킨","5"
"20190701","월","남","20대","서울특별시","동작구","상도동","치킨","5"
"20190701","월","여","40대","서울특별시","동작구","노량진동","치킨","5"
"20190701","월","여","40대","서울특별시","동작구","본동","치킨","5"
"20190701","월","여","20대","서울특별시","동작구","본동","치킨","5"
"20190701","월","여","30대","서울특별시","동작구","노량진동","치킨","5"
"20190701","월","여","30대","서울특별시","동작구","상도동","치킨","5"
"20190701","월","여","20대","서울특별시","동작구","상도1동","치킨","5"
"20190701","월","남","20대","서울특별시","동작구","상도1동","치킨","5"
"20190701","월","남","40대","서울특별시","동작구","사당동","치킨","5"
"20190701","월","남","30대","서울특별시","동작구","상도1동","치킨","5"
"20190701","월","남","30대","서울특별시","동작구","사당동","치킨","5"
"20190701","월","남","30대","서울특별시","동작구","노량진동","치킨","5"
"20190701","월","여","40대","서울특별시","동작구","상도1동","치킨","5"
"20190701","월","남","40대","서울특별시","동작구","신대방동","치킨","5"
"20190701","월","남","10대","서울특별시","마포구","합정동","치킨","5"
"20190701","월","여","30대","서울특별시","마포구","합정동","치킨","5"
"20190701","월","남","30대","서울특별시","마포구","상암동","치킨","10"
"20190701","월","여","50대","서울특별시","마포구","합정동","치킨","5"
"20190701","월","여","30대","서울특별시","마포구","상암동","치킨","10"
"20190701","월","남","20대","서울특별시","마포구","상암동","치킨","5"
"20190701","월","남","10대","서울특별시","마포구","상암동","치킨","5"
"20190701","월","남","40대","서울특별시","마포구","상암동","치킨","15"
"20190701","월","남","40대","서울특별시","마포구","동교동","치킨","5"
"20190701","월","여","10대","서울특별시","마포구","상암동","치킨","5"
"20190701","월","여","40대","서울특별시","마포구","합정동","치킨","12"
"20190701","월","여","60대이상","서울특별시","마포구","합정동","치킨","5"
"20190701","월","여","50대","서울특별시","마포구","상암동","치킨","11"
"20190701","월","남","30대","서울특별시","마포구","합정동","치킨","5"
"20190701","월","여","60대이상","서울특별시","마포구","상암동","치킨","7"
"20190701","월","남","20대","서울특별시","마포구","마포동","치킨","5"
"20190701","월","여","40대","서울특별시","마포구","상암동","치킨","16"
"20190701","월","남","40대","서울특별시","마포구","합정동","치킨","5"
"20190701","월","여","20대","서울특별시","마포구","상암동","치킨","5"
"20190701","월","여","20대","서울특별시","마포구","동교동","치킨","5"
"20190701","월","남","20대","서울특별시","마포구","합정동","치킨","5"
"20190701","월","남","30대","서울특별시","마포구","공덕동","치킨","5"
"20190701","월","남","30대","서울특별시","마포구","마포동","치킨","5"
"20190701","월","남","30대","서울특별시","마포구","창전동","치킨","5"
"20190701","월","남","40대","서울특별시","마포구","상수동","치킨","5"
"20190701","월","남","50대","서울특별시","마포구","상암동","치킨","5"
"20190701","월","남","50대","서울특별시","마포구","합정동","치킨","5"
"20190701","월","남","60대이상","서울특별시","마포구","상암동","치킨","5"
"20190701","월","남","20대","서울특별시","마포구","망원동","치킨","5"
"20190701","월","남","20대","서울특별시","마포구","공덕동","치킨","5"
"20190701","월","여","20대","서울특별시","마포구","합정동","치킨","5"
"20190701","월","여","30대","서울특별시","마포구","신수동","치킨","5"
"20190701","월","여","40대","서울특별시","마포구","공덕동","치킨","5"
"20190701","월","여","40대","서울특별시","마포구","망원동","치킨","5"
"20190701","월","여","50대","서울특별시","서대문구","연희동","치킨","11"
"20190701","월","여","60대이상","서울특별시","서대문구","연희동","치킨","6"
"20190701","월","여","20대","서울특별시","서대문구","홍제동","치킨","6"
"20190701","월","남","20대","서울특별시","서대문구","연희동","치킨","19"
"20190701","월","남","50대","서울특별시","서대문구","연희동","치킨","5"
"20190701","월","여","30대","서울특별시","서대문구","대현동","치킨","6"
"20190701","월","여","50대","서울특별시","서대문구","홍제동","치킨","10"
"20190701","월","남","10대","서울특별시","서대문구","연희동","치킨","5"
"20190701","월","남","40대","서울특별시","서대문구","홍제동","치킨","10"
"20190701","월","남","30대","서울특별시","서대문구","대현동","치킨","10"
"20190701","월","여","40대","서울특별시","서대문구","홍제동","치킨","24"
"20190701","월","여","10대","서울특별시","서대문구","홍제동","치킨","5"
"20190701","월","남","10대","서울특별시","서대문구","홍제동","치킨","6"
"20190701","월","여","50대","서울특별시","서대문구","대현동","치킨","8"
"20190701","월","여","30대","서울특별시","서대문구","연희동","치킨","18"
"20190701","월","여","30대","서울특별시","서대문구","남가좌동","치킨","5"
"20190701","월","여","60대이상","서울특별시","서대문구","홍제동","치킨","5"
"20190701","월","여","60대이상","서울특별시","서대문구","대현동","치킨","5"
"20190701","월","남","50대","서울특별시","서대문구","대현동","치킨","5"
"20190701","월","남","50대","서울특별시","서대문구","홍은동","치킨","5"
"20190701","월","남","50대","서울특별시","서대문구","홍제동","치킨","6"
"20190701","월","남","10대","서울특별시","서대문구","대현동","치킨","5"
"20190701","월","남","60대이상","서울특별시","서대문구","연희동","치킨","5"
"20190701","월","남","60대이상","서울특별시","서대문구","홍제동","치킨","5"
"20190701","월","남","30대","서울특별시","서대문구","홍제동","치킨","16"
"20190701","월","남","30대","서울특별시","서대문구","연희동","치킨","18"
"20190701","월","여","10대","서울특별시","서대문구","대현동","치킨","5"
"20190701","월","여","10대","서울특별시","서대문구","연희동","치킨","5"
"20190701","월","남","40대","서울특별시","서대문구","연희동","치킨","9"
"20190701","월","여","40대","서울특별시","서대문구","연희동","치킨","23"
"20190701","월","여","40대","서울특별시","서대문구","북아현동","치킨","5"
